time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-05T07:12:01.154Z,40.6137,-127.5097,10,3.2,ml,,253,2.59,0.99,us,us70003gxv,2019-07-25T18:54:20.040Z,"274km W of Ferndale, California",earthquake,11.4,2,0.048,56,reviewed,us,us
2019-05-05T07:05:29.817Z,40.6774,-126.7318,10,3.1,ml,,260,2.006,0.63,us,us70003gxp,2019-07-25T18:54:20.040Z,"209km W of Ferndale, California",earthquake,5.4,2,0.047,60,reviewed,us,us
2019-05-05T06:46:57.006Z,40.6203,-127.3338,10,5,mww,,252,2.287,0.69,us,us70003gxb,2020-02-23T06:57:20.337Z,"259km W of Ferndale, California",earthquake,8.8,2,0.033,86,reviewed,us,us
2019-05-05T06:32:10.525Z,40.561,-127.6117,10,4.3,mb,,254,2.786,0.68,us,us70003gx6,2019-07-25T18:54:20.040Z,"283km W of Ferndale, California",earthquake,4.4,2,0.057,87,reviewed,us,us
2019-05-05T06:29:34.607Z,40.5934,-127.2416,10,3.3,ml,,247,2.386,0.68,us,us70003gx2,2019-07-25T18:54:20.040Z,"252km W of Ferndale, California",earthquake,9.4,2,0.046,62,reviewed,us,us
2019-05-05T04:17:20.079Z,40.5449,-127.8141,10,3.1,ml,,268,2.819,0.65,us,us70003gvp,2019-07-25T18:54:20.040Z,"300km W of Ferndale, California",earthquake,11.1,2,0.06,36,reviewed,us,us
2019-04-23T17:53:49.045Z,40.518,-127.0119,10,3.7,mwr,,198,2.207,0.88,us,us70003aud,2019-07-13T18:42:35.040Z,"232km W of Ferndale, California",earthquake,8.1,2,0.068,21,reviewed,us,us
2019-04-19T23:17:33.480Z,40.392,-125.9101667,14.94,3.29,ml,30,304,1.203,0.24,nc,nc73169010,2019-06-26T20:54:58.040Z,"138km W of Petrolia, CA",earthquake,9.8,12.53,0.183,8,reviewed,nc,nc
2019-04-12T14:06:27.097Z,40.3879,-127.0159,10,4.8,mww,,182,2.045,1.04,us,us700034z9,2019-06-20T19:03:25.040Z,"234km W of Ferndale, California",earthquake,7.5,1.6,0.117,7,reviewed,us,us
2019-04-10T23:20:06.861Z,40.3669,-126.4821,10,3,ml,,258,1.637,1.05,us,us70003453,2019-06-20T19:03:14.040Z,"189km W of Ferndale, California",earthquake,8.4,2,0.048,56,reviewed,us,us
2019-03-30T03:44:51.210Z,40.5617,-127.2253,10,3,ml,,289,2.203,1.04,us,us2000k7hv,2019-06-08T20:51:11.040Z,"250km W of Ferndale, California",earthquake,9.8,2,0.055,44,reviewed,us,us
2019-03-27T10:36:43.383Z,41.3141,-126.131,10,3,ml,,246,1.521,0.88,us,us2000k67y,2019-06-08T20:51:09.040Z,"168km WSW of Crescent City, California",earthquake,6.4,2,0.044,68,reviewed,us,us
2019-03-09T20:09:57.496Z,40.5181,-126.4811,10,3.1,ml,,228,1.635,0.95,us,us1000jd0s,2019-05-24T21:21:23.040Z,"187km W of Ferndale, California",earthquake,5.4,2,0.045,64,reviewed,us,us
2019-02-13T22:13:14.750Z,40.3433,-126.574,10,3.4,ml,,254,1.712,0.66,us,us2000jhla,2019-05-01T22:00:40.040Z,"197km W of Ferndale, California",earthquake,8.4,2,0.047,60,reviewed,us,us
2019-01-25T01:40:58.950Z,40.6224,-127.3185,10,3,ml,,267,2.276,1.1,us,us2000j8m6,2019-04-12T17:14:48.040Z,"258km W of Ferndale, California",earthquake,4.8,2,0.052,48,reviewed,us,us
2019-01-09T10:34:47.580Z,41.911,-126.1637,10,3.2,ml,,254,1.474,0.89,us,us2000j1uh,2019-04-02T20:51:39.040Z,"154km WSW of Gold Beach, Oregon",earthquake,5,2,0.049,54,reviewed,us,us
2019-01-04T22:58:43.690Z,41.8581,-126.0612,10,4.1,mb,,192,1.412,0.72,us,us2000j0ej,2019-03-08T17:50:15.040Z,"148km W of Brookings, Oregon",earthquake,7.7,2,0.062,72,reviewed,us,us
2018-12-21T14:25:58.870Z,40.5841,-127.2075,10,2.7,ml,,255,2.19,1.07,us,us2000iw6b,2019-02-23T20:22:20.040Z,"249km W of Ferndale, California",earthquake,4.5,2,0.058,39,reviewed,us,us
2018-12-19T20:04:39.850Z,40.5419,-127.2212,10,3.2,ml,,285,2.199,0.63,us,us2000iv8r,2019-02-23T20:20:54.040Z,"250km W of Ferndale, California",earthquake,5.1,2,0.066,30,reviewed,us,us
2018-12-16T03:10:35.420Z,40.4853,-127.1473,14.75,3.1,ml,,298,2.192,0.71,us,us2000iuy5,2019-02-16T22:29:10.040Z,"244km W of Ferndale, California",earthquake,6.7,9.1,0.087,8,reviewed,nc,nc
2018-12-11T13:34:03.540Z,42.2724,-126.9069,10,3.1,ml,,273,1.991,0.29,us,us2000iuq2,2019-02-16T22:29:04.040Z,"204km WSW of Port Orford, Oregon",earthquake,11.3,2,0.052,48,reviewed,us,us
2018-12-11T06:33:56.860Z,42.3517,-126.5191,10,3,ml,,295,1.707,0.6,us,us2000isfp,2019-02-16T22:29:04.040Z,"171km WSW of Port Orford, Oregon",earthquake,10.2,2,0.062,34,reviewed,us,us
2018-12-02T20:54:10.260Z,40.4326667,-125.8796667,16.2,2.88,md,20,290,1.178,0.27,nc,nc73118336,2018-12-04T03:35:02.712Z,"136km W of Petrolia, CA",earthquake,6.71,9.53,0.107,26,reviewed,nc,nc
2018-11-16T12:44:15.750Z,42.4625,-126.3095,10,3.9,mb,,177,1.564,1.31,us,us1000hspv,2019-01-30T18:36:25.040Z,"151km WSW of Port Orford, Oregon",earthquake,8,2,0.21,10,reviewed,us,us
2018-11-16T10:44:58.850Z,42.3344,-126.8885,10,4.3,mb,,185,1.979,1.32,us,us1000hsnv,2019-01-30T18:36:25.040Z,"201km WSW of Port Orford, Oregon",earthquake,5.9,2,0.081,66,reviewed,us,us
2018-11-16T06:41:39.960Z,42.3724,-126.4818,10,3.8,mb,,212,1.681,0.82,us,us1000hske,2019-01-30T18:36:25.040Z,"168km WSW of Port Orford, Oregon",earthquake,7.8,2,0.192,7,reviewed,us,us
2018-11-16T05:21:57.810Z,42.3753,-126.6854,10,4.5,mb,,184,1.831,1.2,us,us1000hsji,2019-01-30T18:36:24.040Z,"184km WSW of Port Orford, Oregon",earthquake,6.8,1.9,0.089,37,reviewed,us,us
2018-11-16T05:19:19.360Z,42.263,-126.8955,10,4.1,mb,,200,1.983,0.72,us,us1000hsjg,2019-01-30T18:36:24.040Z,"204km W of Gold Beach, Oregon",earthquake,8.5,2,0.12,19,reviewed,us,us
2018-11-16T05:10:00.130Z,42.2852,-126.6826,10,3.9,mb,,214,1.825,0.94,us,us1000hsj9,2019-01-30T18:36:24.040Z,"186km W of Gold Beach, Oregon",earthquake,8.6,2,0.171,9,reviewed,us,us
2018-11-09T06:42:46.880Z,42.055,-126.0683,10,2.8,ml,,228,1.379,1,us,us1000hpky,2019-01-21T16:42:54.040Z,"141km WSW of Gold Beach, Oregon",earthquake,6.4,2,0.042,74,reviewed,us,us
2018-10-31T05:17:22.920Z,42.3895,-126.8077,10,2.9,ml,,303,1.923,0.85,us,us2000i4f4,2019-01-21T14:29:40.040Z,"193km W of Port Orford, Oregon",earthquake,5.1,2,0.057,40,reviewed,us,us
2018-10-28T17:18:51.530Z,40.5487,-127.1259,10,3.2,ml,,284,2.295,0.79,us,us2000i5zi,2019-01-10T17:18:44.040Z,"242km W of Ferndale, California",earthquake,10.2,2,0.053,46,reviewed,us,us
2018-10-27T02:02:29.970Z,40.4386,-127.2484,10,3.1,ml,,271,2.387,0.95,us,us1000hhuw,2019-01-10T17:18:39.040Z,"253km W of Ferndale, California",earthquake,11.7,2,0.051,50,reviewed,us,us
2018-10-25T19:14:29.380Z,41.2891667,-125.8791667,16.92,3.2,ml,40,277,1.406,0.17,nc,nc73102201,2019-01-10T17:18:37.040Z,"148km W of Trinidad, CA",earthquake,2.25,4.19,0.243,13,reviewed,nc,nc
2018-10-23T00:59:11.670Z,40.4081,-126.902,9.15,3,ml,,246,1.958,0.7,us,us1000hfwf,2019-01-10T17:18:34.040Z,"224km W of Ferndale, California",earthquake,8,12.9,0.042,75,reviewed,us,us
2018-10-14T05:10:21.110Z,41.8751,-125.9858,10,3,ml,,240,1.353,0.96,us,us1000hbw2,2018-12-21T21:15:52.040Z,"142km W of Brookings, Oregon",earthquake,6.8,2,0.04,84,reviewed,us,us
2018-10-02T07:26:18.930Z,40.5429,-126.9827,10,3,ml,,248,2.186,1.22,us,us1000h5ir,2018-12-14T20:32:39.040Z,"230km W of Ferndale, California",earthquake,4.5,2,0.046,62,reviewed,us,us
2018-09-17T06:01:55.550Z,40.5593333,-126.7608333,7.15,2.92,md,19,300,1.849,0.25,nc,nc73085205,2018-09-29T02:04:02.653Z,"211km W of Ferndale, CA",earthquake,10.85,9.74,0.078,13,reviewed,nc,nc
2018-09-14T17:55:40.820Z,41.9475,-125.8916667,23.38,3.07,ml,16,289,1.268,0.2,nc,nc73084380,2018-11-21T18:19:11.040Z,"132km WSW of Gold Beach, OR",earthquake,1.75,14.16,0.247,10,reviewed,nc,nc
2018-08-29T12:36:03.020Z,40.3547,-127.014,10,2.9,ml,,264,2.047,0.73,us,us1000gjdu,2018-11-07T18:37:04.040Z,"234km W of Ferndale, California",earthquake,3.1,2,0.053,46,reviewed,us,us
2018-08-25T15:27:00.700Z,42.9752,-126.4737,10,3.1,ml,,236,1.826,0.75,us,us1000gh9g,2018-11-01T17:50:58.040Z,"163km W of Port Orford, Oregon",earthquake,9,2,0.043,72,reviewed,us,us
2018-08-11T01:16:48.350Z,41.91,-126.143,22.8,2.6,ml,,,,0.44,us,us1000gb31,2018-10-17T18:11:54.040Z,"152km WSW of Gold Beach, Oregon",earthquake,7.8,9.3,0.09,8,reviewed,nc,nc
2018-08-05T20:31:46.320Z,42.4194,-126.4232,10,2.6,ml,,239,1.642,0.65,us,us1000g3x7,2018-10-16T15:34:13.040Z,"162km WSW of Port Orford, Oregon",earthquake,4.7,2,0.046,62,reviewed,us,us
2018-08-03T23:06:53.160Z,42.5456,-126.2403,10,2.7,ml,,241,1.529,0.43,us,us1000g33e,2018-10-16T15:34:13.040Z,"144km W of Port Orford, Oregon",earthquake,9.2,2,0.045,66,reviewed,us,us
2018-07-26T09:49:18.460Z,40.4362,-126.8215,7.94,2.7,ml,,268,1.895,0.88,us,us2000gexe,2018-10-09T16:43:29.040Z,"217km W of Ferndale, California",earthquake,7.9,13.4,0.057,40,reviewed,us,us
2018-07-24T18:57:16.900Z,42.0333,-126.6122,10,3.6,mb,,248,1.784,1.23,us,us2000gf7p,2018-10-09T16:43:29.040Z,"185km WSW of Gold Beach, Oregon",earthquake,9,2,0.25,5,reviewed,us,us
2018-07-24T18:56:36.860Z,42.0187,-127.9909,10,3.1,ml,,292,2.807,1.39,us,us2000gcx4,2018-10-09T16:43:29.040Z,"297km W of Gold Beach, Oregon",earthquake,5.6,2,0.052,48,reviewed,us,us
2018-07-24T17:52:03.680Z,41.7859,-126.8617,10,3.1,ml,,234,2.01,0.64,us,us2000gcw2,2018-10-09T16:43:29.040Z,"213km WSW of Gold Beach, Oregon",earthquake,8.5,2,0.043,70,reviewed,us,us
2018-07-24T17:22:34.740Z,41.7482,-126.9917,10,4.9,mww,,174,2.113,1.05,us,us2000gcvi,2018-10-09T16:43:29.040Z,"224km WSW of Gold Beach, Oregon",earthquake,6.3,1.7,0.046,46,reviewed,us,us
2018-07-24T16:35:34.710Z,41.6185,-127.0043,10,2.9,ml,,261,2.156,0.7,us,us2000gf7k,2018-10-09T16:43:29.040Z,"231km W of Brookings, Oregon",earthquake,11.3,2,0.055,44,reviewed,us,us
2018-07-24T16:00:17.500Z,41.6762,-126.809,10.87,2.8,ml,,282,2,0.29,us,us2000gcs3,2018-10-09T16:43:29.040Z,"213km W of Brookings, Oregon",earthquake,12.1,10.5,0.053,46,reviewed,us,us
2018-07-24T14:44:52.570Z,41.8105,-126.8616,10,5.6,mww,,108,2.004,0.65,us,us2000gcpa,2018-10-09T16:43:29.040Z,"212km WSW of Gold Beach, Oregon",earthquake,8,1.8,0.032,93,reviewed,us,us
2018-07-24T14:42:04.220Z,41.8083,-126.7405,10,4.3,mb,,207,1.916,0.91,us,us2000gcpe,2018-10-09T16:43:29.040Z,"202km WSW of Gold Beach, Oregon",earthquake,8.3,2,0.161,11,reviewed,us,us
2018-07-24T14:38:30.470Z,41.8129,-126.7034,10,3.2,ml,,261,1.888,0.79,us,us2000gcnx,2018-10-09T16:43:29.040Z,"199km WSW of Gold Beach, Oregon",earthquake,9.5,2,0.049,54,reviewed,us,us
2018-07-24T14:35:43.410Z,41.7631,-126.6931,10,4.3,mb,,198,1.893,0.53,us,us2000gcnz,2018-10-09T16:43:29.040Z,"201km WSW of Gold Beach, Oregon",earthquake,3.4,2,0.089,36,reviewed,us,us
2018-07-24T14:33:26.060Z,41.7924,-126.7576,10,3.5,ml,,262,1.933,0.6,us,us2000gcnp,2018-10-09T16:43:29.040Z,"204km WSW of Gold Beach, Oregon",earthquake,9.4,2,0.043,70,reviewed,us,us
2018-07-24T14:28:15.680Z,41.8055,-126.6563,10,5.2,mww,,192,1.856,0.91,us,us2000gcng,2018-10-09T16:43:29.040Z,"196km WSW of Gold Beach, Oregon",earthquake,8.6,1.9,0.042,54,reviewed,us,us
2018-07-24T12:16:31.960Z,41.7122,-126.7798,10,4.9,mww,,193,1.969,0.91,us,us2000gck6,2018-10-09T16:43:29.040Z,"209km WSW of Gold Beach, Oregon",earthquake,6.7,2,0.039,62,reviewed,us,us
2018-06-10T11:05:41.460Z,40.717,-127.1391,11.24,2.9,ml,,257,2.146,0.73,us,us1000emnz,2018-08-29T16:36:38.040Z,"243km W of Ferndale, California",earthquake,9.4,9.3,0.048,56,reviewed,us,us
2018-06-08T06:03:36.890Z,40.4155,-126.2453,10,2.9,ml,,259,1.457,0.78,us,us1000ekz0,2018-08-29T16:35:33.040Z,"168km W of Ferndale, California",earthquake,7.2,2,0.048,58,reviewed,us,us
2018-05-30T15:41:04.360Z,40.5779,-127.3782,10,4.2,mb,,179,2.489,1.34,us,us1000eetz,2018-08-28T16:28:50.040Z,"263km W of Ferndale, California",earthquake,4.3,1.9,0.088,36,reviewed,us,us
2018-05-15T23:39:24.330Z,41.9951,-126.8169,10,3.8,mb,,258,1.94,0.65,us,us1000e808,2018-08-15T19:46:52.040Z,"203km WSW of Gold Beach, Oregon",earthquake,6.4,2,0.18,8,reviewed,us,us
2018-05-14T08:44:25.750Z,40.6876,-127.0819,10,3.1,ml,,239,2.1,0.79,us,us1000e4k8,2018-08-15T19:46:49.040Z,"238km W of Ferndale, California",earthquake,5.5,2,0.048,58,reviewed,us,us
2018-05-12T17:19:27.070Z,41.4913,-127.006,8.38,3,ml,,244,2.198,0.91,us,us1000e75k,2018-08-08T15:22:16.040Z,"234km WSW of Brookings, Oregon",earthquake,4.1,9.3,0.049,54,reviewed,us,us
2018-05-08T09:56:25.140Z,41.8934,-126.2058,10,2.8,ml,,232,1.508,1.11,us,us1000e0k0,2018-08-08T15:19:29.040Z,"158km WSW of Gold Beach, Oregon",earthquake,8.5,2,0.041,80,reviewed,us,us
2018-03-14T13:16:47.790Z,40.6127,-127.2648,10,3.1,ml,,274,2.234,0.65,us,us1000d5iy,2018-06-11T21:53:44.040Z,"254km W of Ferndale, California",earthquake,4.9,2,0.062,34,reviewed,us,us
2018-03-02T12:28:55.830Z,42.4023,-126.3874,10,3.3,ml,,240,1.586,0.95,us,us1000d2b7,2018-05-27T01:06:09.040Z,"159km WSW of Port Orford, Oregon",earthquake,2.7,2,0.042,76,reviewed,us,us
2018-02-28T14:09:49.190Z,40.3881,-127.0983,10,3.1,ml,,250,2.109,0.88,us,us2000d955,2018-05-27T01:06:05.040Z,"241km W of Ferndale, California",earthquake,8.8,2,0.052,48,reviewed,us,us
2018-02-28T00:30:36.460Z,41.9458,-126.3424,10,3.2,ml,,239,1.597,1.3,us,us2000d8xx,2018-05-27T01:06:04.040Z,"166km WSW of Gold Beach, Oregon",earthquake,3.5,2,0.042,76,reviewed,us,us
2018-01-29T00:01:47.460Z,40.4555,-126.1448333,4.7,2.76,md,11,328,1.379,0.25,nc,nc72960286,2018-01-30T05:03:02.067Z,"158km W of Petrolia, CA",earthquake,16.23,13.55,0.123,17,reviewed,nc,nc
2018-01-27T12:40:13.570Z,40.3809,-126.3115,10,3.3,ml,,255,1.509,0.73,us,us1000ci2l,2018-04-20T07:05:30.040Z,"174km W of Ferndale, California",earthquake,5.1,2,0.047,60,reviewed,us,us
2018-01-25T18:26:50.680Z,40.3824,-126.47,10.74,3.3,ml,,257,1.63,0.8,us,us1000cf6q,2018-04-20T07:05:23.040Z,"188km W of Ferndale, California",earthquake,4.1,14.4,0.049,54,reviewed,us,us
2018-01-25T17:24:34.140Z,40.4185,-126.3804,10.89,5.1,mww,,68,1.56,1.01,us,us2000cpcn,2018-04-20T07:05:23.040Z,"180km W of Ferndale, California",earthquake,5.1,3.4,0.045,47,reviewed,us,us
2018-01-25T16:39:43.500Z,40.4556,-126.3332,8.88,5.8,mww,,41,1.522,1.01,us,us2000cpba,2018-04-20T07:05:23.040Z,"175km W of Ferndale, California",earthquake,5.3,3.1,0.039,62,reviewed,us,us
2018-01-14T07:28:28.120Z,40.4294,-126.9789,10,3.4,ml,,248,2.016,0.83,us,us2000cjfj,2018-04-03T01:40:30.040Z,"230km W of Ferndale, California",earthquake,3.4,2,0.048,58,reviewed,us,us
2017-11-17T15:12:57.280Z,42.0981,-125.8727,10,3.1,ml,,237,1.376,0.83,us,us2000bqdj,2018-02-06T02:45:40.040Z,"124km WSW of Gold Beach, Oregon",earthquake,6.7,2,0.043,72,reviewed,us,us
2017-10-30T11:25:41.430Z,42.6349,-126.4711,10,2.9,ml,,259,1.591,1.34,us,us1000ayhg,2018-01-24T01:24:59.040Z,"162km W of Port Orford, Oregon",earthquake,9.7,2,0.048,56,reviewed,us,us
2017-10-18T01:30:10.460Z,41.1997,-127.1635,10,4.2,mb,,208,2.262,1.14,us,us1000atkm,2018-01-11T02:22:05.040Z,"253km WNW of Ferndale, California",earthquake,8,2,0.073,52,reviewed,us,us
2017-10-17T22:59:08.580Z,40.4304,-126.9485,10,3.1,ml,,255,1.992,1,us,us1000atix,2018-01-11T02:22:05.040Z,"228km W of Ferndale, California",earthquake,5.5,2,0.056,42,reviewed,us,us
2017-10-17T16:54:44.140Z,41.1741,-127.5145,8.45,2.8,ml,,243,2.635,0.36,us,us1000awm8,2018-01-11T02:22:05.040Z,"281km WNW of Ferndale, California",earthquake,4.6,9,0.066,30,reviewed,us,us
2017-10-17T15:22:13.910Z,41.277,-127.1684,8.48,2.8,ml,,277,2.375,0.22,us,us1000atbf,2018-01-11T02:22:04.040Z,"253km W of Crescent City, California",earthquake,12,9.6,0.056,42,reviewed,us,us
2017-10-17T15:20:19.170Z,41.2808,-126.977,10.55,2.8,ml,,293,2.157,0.33,us,us1000atbe,2018-01-11T02:22:04.040Z,"237km WSW of Crescent City, California",earthquake,7.9,10.1,0.059,38,reviewed,us,us
2017-10-17T15:12:40.190Z,41.226,-127.0948,9.59,2.7,ml,,291,2.221,0.42,us,us1000atbp,2018-01-11T02:22:04.040Z,"248km WSW of Crescent City, California",earthquake,9.1,9.8,0.064,32,reviewed,us,us
2017-10-17T14:58:45.970Z,41.2066,-127.44,8.71,2.9,ml,,282,2.464,0.35,us,us1000atay,2018-01-11T02:22:04.040Z,"276km WNW of Ferndale, California",earthquake,11.5,9.7,0.066,30,reviewed,us,us
2017-10-17T14:02:30.870Z,41.2886,-126.8083,7.23,2.5,ml,,296,2.041,0.82,us,us1000at9h,2018-01-11T02:22:04.040Z,"223km WSW of Crescent City, California",earthquake,7.2,10.3,0.077,22,reviewed,us,us
2017-10-15T19:37:07.100Z,41.8142,-126.7256,10.02,2.8,ml,,266,1.904,0.41,us,us1000ask7,2018-01-11T02:22:02.040Z,"201km WSW of Gold Beach, Oregon",earthquake,6.2,9.9,0.055,44,reviewed,us,us
2017-10-12T15:17:09.940Z,40.3918,-126.3378,10,2.9,ml,,259,1.529,0.79,us,us1000ar5n,2018-01-09T02:14:57.040Z,"177km W of Ferndale, California",earthquake,4,2,0.056,42,reviewed,us,us
2017-10-05T20:02:40.510Z,40.4112,-126.8487,9.57,2.9,ml,,255,1.917,0.73,us,us2000b1ls,2018-01-03T01:54:47.040Z,"219km W of Ferndale, California",earthquake,3,13.6,0.055,44,reviewed,us,us
2017-09-29T18:15:59.290Z,40.4823,-126.9164,19.57,2.6,ml,,254,2.016,0.78,us,us2000ax1j,2017-12-22T21:56:29.040Z,"224km W of Ferndale, California",earthquake,8,13.8,0.064,32,reviewed,us,us
2017-09-28T14:53:33.440Z,40.3715,-127.151,12.49,2.9,ml,,257,2.15,0.67,us,us2000avxn,2017-12-22T21:56:27.040Z,"245km W of Ferndale, California",earthquake,10.7,9.9,0.056,42,reviewed,us,us
2017-09-26T21:51:22.620Z,40.3887,-126.8141,6.55,2.8,ml,,257,1.934,0.65,us,us2000av6t,2017-12-22T21:56:23.040Z,"217km W of Ferndale, California",earthquake,8.4,13.7,0.069,28,reviewed,us,us
2017-09-25T19:35:43.650Z,40.3516,-127.1124,10.58,4.3,mb,,200,2.122,1.27,us,us2000aukb,2017-12-22T21:56:22.040Z,"242km W of Ferndale, California",earthquake,8.4,7.1,0.088,36,reviewed,us,us
2017-09-25T17:38:13.460Z,40.4141,-127.0822,10,3,ml,,271,2.095,0.56,us,us2000auf8,2017-12-22T21:56:21.040Z,"239km W of Ferndale, California",earthquake,9.4,2,0.06,36,reviewed,us,us
2017-09-23T09:00:20.000Z,40.3741,-126.9023,10.08,3.2,ml,,246,1.96,0.56,us,us2000athy,2017-12-19T01:54:13.040Z,"224km W of Ferndale, California",earthquake,7.6,12.4,0.055,44,reviewed,us,us
2017-09-23T03:43:26.720Z,40.3353333,-126.9926667,11.62,2.9,ml,16,311,2.032,0.24,nc,nc72897166,2017-09-27T02:47:02.635Z,"232km W of Ferndale, California",earthquake,2.51,31.61,0.184,5,reviewed,nc,nc
2017-09-23T03:26:04.830Z,40.3942,-127.2084,10,2.9,ml,,272,2.192,0.57,us,us2000av4m,2017-12-19T01:54:13.040Z,"250km W of Ferndale, California",earthquake,10.1,2,0.071,26,reviewed,us,us
2017-09-22T21:53:16.030Z,40.3995,-126.9836667,16.96,2.87,ml,5,357,2.064,0.15,nc,nc72897086,2017-09-23T05:34:02.653Z,"231km W of Ferndale, California",earthquake,12.62,31.61,0.131,5,reviewed,nc,nc
2017-09-22T20:33:29.370Z,40.4557,-126.6754,9,3,ml,,258,1.831,0.73,us,us2000atcg,2017-12-19T01:54:12.040Z,"204km W of Ferndale, California",earthquake,6.7,11.2,0.052,48,reviewed,us,us
2017-09-22T19:50:15.250Z,40.4105,-126.8326,12.68,5.7,mww,,63,1.905,0.9,us,us2000atbf,2017-12-29T04:50:09.006Z,"218km W of Ferndale, California",earthquake,6.9,3.1,0.044,50,reviewed,us,us
2017-09-22T16:14:55.160Z,40.7072,-127.2508,13.58,3,ml,,266,2.23,0.65,us,us2000atfk,2017-12-19T01:54:12.040Z,"253km W of Ferndale, California",earthquake,11.2,10,0.059,38,reviewed,us,us
2017-09-08T15:31:27.580Z,40.6561667,-126.4015,4.61,2.76,md,18,311,1.583,0.21,nc,nc72888561,2017-09-13T05:28:03.208Z,"181km W of Ferndale, California",earthquake,13.98,18.65,0.122,15,reviewed,nc,nc
2017-09-07T00:35:41.240Z,40.4886,-126.9598,10,2.7,ml,,259,2,0.54,us,us2000am11,2017-12-07T20:00:18.040Z,"228km W of Ferndale, California",earthquake,8.3,2,0.06,36,reviewed,us,us
