time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-12-19T01:53:05.680Z,41.2438,-127.3495,7.79,3.8,mb,,195,2.53,1.35,us,usc000tcs7,2015-03-06T02:59:02.040Z,"268km W of Crescent City, California",earthquake,10.9,6.4,0.359,3,reviewed,us,us
2014-12-19T01:42:30.370Z,41.0051,-127.3106,10,4.6,mwr,,208,2.493,0.92,us,usc000t84b,2017-02-05T10:14:15.349Z,"261km WNW of Ferndale, California",earthquake,8.9,2,0.089,12,reviewed,us,us
2014-12-08T10:00:26.000Z,42.9391667,-126.7821667,4.852,2.57,md,16,322,2.153,1.02,uw,uw60942606,2016-07-22T19:42:21.440Z,"off the coast of Oregon",earthquake,6.83,31.61,0.075,4,reviewed,uw,uw
2014-12-01T21:20:36.760Z,41.9226667,-125.9213333,23.92,3.21,ml,33,268,1.294,0.28,nc,nc72358826,2017-02-05T07:59:58.330Z,"135km WSW of Gold Beach, Oregon",earthquake,2.78,17.68,0.154,16,reviewed,nc,nc
2014-11-27T10:21:27.480Z,40.3358333,-126.1505,4.342,2.72,md,15,331,1.39,0.19,nc,nc72356811,2017-02-05T07:25:09.369Z,"162km W of Ferndale, California",earthquake,12.25,9.93,0.2,23,reviewed,nc,nc
2014-11-25T09:10:15.360Z,41.7098333,-126.2618333,21.87,2.78,ml,27,294,1.598,0.18,nc,nc72354786,2017-02-05T06:49:35.870Z,"168km WSW of Brookings, Oregon",earthquake,3.06,12.67,0.168,8,reviewed,nc,nc
2014-11-25T03:54:06.020Z,41.6841667,-126.2033333,21.33,2.84,ml,29,294,1.566,0.2,nc,nc72354521,2017-02-05T06:44:57.921Z,"164km WSW of Brookings, Oregon",earthquake,4.34,9.53,0.215,11,reviewed,nc,nc
2014-11-18T14:08:11.620Z,42.8993333,-126.9311667,4.852,2.51,md,23,304,2.269,6.58,uw,uw60919367,2016-07-22T19:41:31.610Z,"off the coast of Oregon",earthquake,43.36,31.61,0.035,3,reviewed,uw,uw
2014-11-17T18:32:07.540Z,41.2138,-127.544,10,3.2,md,,305,2.676,0.55,us,usb000t0hw,2017-02-05T04:59:36.985Z,"285km W of Crescent City, California",earthquake,5.5,2,0.118,23,reviewed,us,nc
2014-11-17T18:26:47.390Z,41.1376,-126.9482,10,3.3,md,,258,2.232,0.68,us,usc000sy6z,2017-02-05T04:59:31.704Z,"234km WNW of Ferndale, California",earthquake,4.4,2,0.164,34,reviewed,us,nc
2014-11-13T05:12:15.910Z,42.9031667,-126.6886667,3.864,2.59,md,12,307,2.343,1.96,uw,uw60914792,2016-07-22T19:41:12.880Z,"off the coast of Oregon",earthquake,17.3,31.61,0.039,4,reviewed,uw,uw
2014-11-07T08:53:59.020Z,41.9143,-126.3465,24.2,3.2,ml,,281,1.607,1.38,us,usc000svbg,2017-02-05T02:43:39.687Z,"168km WSW of Gold Beach, Oregon",earthquake,8.3,2,0.224,14,reviewed,nc,nc
2014-11-06T19:32:20.690Z,42.259,-127.0427,10,3,ml,,221,2.092,0.8,us,usc000sv4b,2016-07-22T19:40:53.360Z,"216km W of Gold Beach, Oregon",earthquake,10.4,2,0.062,36,reviewed,us,us
2014-10-14T14:09:21.810Z,41.9191667,-126.1195,12.37,2.9,md,27,274,1.439,0.23,nc,nc72327036,2017-02-04T23:17:38.492Z,"150km WSW of Gold Beach, Oregon",earthquake,2.36,4.65,0.102,17,reviewed,nc,nc
2014-10-03T08:58:39.520Z,41.9018,-126.1825,24.73,4.3,mwr,,,,1.14,us,usb000sifq,2017-02-04T21:11:32.810Z,"155km WSW of Gold Beach, Oregon",earthquake,6.9,7.8,,4,reviewed,nc,nc
2014-09-29T14:54:24.110Z,41.927,-126.2331667,16.72,2.6,ml,23,278,1.52,0.22,nc,nc72316856,2017-02-04T20:24:01.022Z,"158km WSW of Gold Beach, Oregon",earthquake,4.35,6.82,0.161,4,reviewed,nc,nc
2014-09-18T00:26:13.970Z,40.3295,-125.8673333,18.132,3.2,ml,25,317,1.177,0.27,nc,nc72301371,2017-02-04T15:14:27.002Z,"138km W of Ferndale, California",earthquake,12.06,17.74,0.305,17,reviewed,nc,nc
2014-09-15T07:31:00.620Z,40.3881667,-127.0768333,4.592,2.79,ml,16,325,2.091,0.31,nc,nc72299266,2017-02-04T14:55:12.480Z,"239km W of Ferndale, California",earthquake,17.49,14.9,0.156,6,reviewed,nc,nc
2014-09-14T15:47:45.230Z,40.418,-126.704,12.292,2.73,ml,24,294,1.805,0.22,nc,nc72298716,2017-02-04T14:48:47.469Z,"207km W of Ferndale, California",earthquake,6.86,8.13,0.174,6,reviewed,nc,nc
2014-09-14T01:00:54.420Z,40.4048333,-126.2278333,8.612,2.84,md,24,277,1.443,0.21,nc,nc72298201,2017-02-04T14:44:45.901Z,"167km W of Ferndale, California",earthquake,5.01,5.57,0.22,22,reviewed,nc,nc
2014-09-10T00:55:03.600Z,40.5137,-126.4872,4.9,3,md,,298,1.635,0.66,us,usb000sdl9,2017-02-04T14:10:50.379Z,"188km W of Ferndale, California",earthquake,9,9.4,0.1,21,reviewed,nc,nc
2014-08-20T23:38:36.850Z,40.3215,-126.8345,2.062,2.94,ml,17,317,1.911,0.33,nc,nc72280951,2017-02-04T11:03:15.273Z,"219km W of Ferndale, California",earthquake,20.28,13.43,0.056,8,reviewed,nc,nc
2014-08-15T21:15:10.110Z,41.3983333,-126.0403333,23.167,2.77,ml,39,278,1.538,0.28,nc,nc72278391,2017-02-04T10:25:45.800Z,"158km WSW of Crescent City, California",earthquake,1.99,15.77,0.203,13,reviewed,nc,nc
2014-08-04T08:04:27.560Z,41.8115,-125.9043333,20.754,2.94,md,27,287,1.514,0.23,nc,nc72271596,2017-02-04T08:52:58.253Z,"137km W of Brookings, Oregon",earthquake,4.09,9.09,0.088,15,reviewed,nc,nc
2014-08-04T06:09:50.160Z,41.872,-125.884,21.044,2.95,md,23,287,1.498,0.28,nc,nc72271566,2017-02-04T08:52:34.092Z,"134km W of Brookings, Oregon",earthquake,5.32,13.52,0.083,14,reviewed,nc,nc
2014-08-02T22:04:10.980Z,41.8301667,-125.902,22.474,3.01,ml,32,274,1.512,0.27,nc,nc72270811,2017-02-04T08:40:23.220Z,"136km W of Brookings, Oregon",earthquake,2.77,13.17,0.175,11,reviewed,nc,nc
2014-08-02T21:32:41.170Z,41.8108333,-125.8831667,23.724,2.67,ml,15,287,1.498,0.11,nc,nc72270801,2017-02-04T08:40:11.220Z,"135km W of Brookings, Oregon",earthquake,0.8,11.48,0.096,8,reviewed,nc,nc
2014-07-07T09:48:08.600Z,41.8245,-126.1337,21.83,3.1,md,,281,1.687,0.78,us,usb000s15b,2017-02-04T03:53:23.972Z,"155km W of Brookings, Oregon",earthquake,,9.3,0.155,21,reviewed,nc,nc
2014-07-07T06:45:54.050Z,40.3896667,-125.9185,5.086,2.87,md,18,315,1.25,0.21,nc,nc72250746,2017-02-04T03:47:00.422Z,"141km W of Ferndale, California",earthquake,13.37,11.49,0.096,11,reviewed,nc,nc
2014-06-19T09:56:59.110Z,40.4795,-126.0025,9.622,2.9,md,27,297,1.268,0.27,nc,nc72240216,2017-02-04T01:07:49.281Z,"147km W of Ferndale, California",earthquake,2.15,31.61,0.221,34,reviewed,nc,nc
2014-06-16T04:58:15.910Z,40.3751667,-125.9523333,9.622,2.9,md,33,286,1.235,0.24,nc,nc72238566,2017-02-04T00:41:08.610Z,"144km W of Ferndale, California",earthquake,1.48,31.61,0.139,29,reviewed,nc,nc
2014-06-15T09:21:55.910Z,41.7197,-127.0215,10,3.2,md,,322,2.343,1.21,us,usc000rmju,2017-02-04T00:33:35.062Z,"228km WSW of Gold Beach, Oregon",earthquake,,2,0.156,22,reviewed,nc,nc
2014-06-12T20:48:10.740Z,41.5998,-126.9047,10,3.2,md,,312,2.243,0.48,us,usc000rlgu,2017-02-04T00:14:16.633Z,"223km WSW of Brookings, Oregon",earthquake,,2,0.12,27,reviewed,nc,nc
2014-06-07T12:20:45.570Z,40.3276667,-126.873,2.202,2.88,ml,19,321,1.94,0.39,nc,nc72234086,2017-02-03T23:23:17.724Z,"223km W of Ferndale, California",earthquake,20.72,14.12,0.119,4,reviewed,nc,nc
2014-06-05T20:01:42.340Z,40.4421667,-126.1153333,22.972,3.01,ml,27,292,1.356,0.27,nc,nc72232911,2017-02-03T23:03:52.393Z,"157km W of Ferndale, California",earthquake,4.96,16.71,0.216,9,reviewed,nc,nc
2014-05-25T06:22:08.550Z,42.4268333,-126.9208333,3.864,2.59,md,14,302,2.341,0.59,uw,uw60782957,2016-07-22T19:29:14.450Z,"off the coast of Oregon",earthquake,4.38,31.61,0.064,7,reviewed,uw,uw
2014-05-15T11:57:07.370Z,41.1542,-127.1415,10,3.2,md,,320,2.233,0.92,us,usb000r28t,2017-02-03T19:58:57.845Z,"250km WNW of Ferndale, California",earthquake,,2,0.172,37,reviewed,nc,nc
2014-05-03T09:58:18.510Z,40.6411667,-126.1126667,4.912,2.92,md,32,313,1.361,0.14,nc,nc72214916,2017-02-03T17:53:14.969Z,"156km W of Ferndale, California",earthquake,5.28,6.26,0.2,27,reviewed,nc,nc
2014-04-04T01:55:46.550Z,40.4413333,-125.8388333,21.302,2.75,md,25,291,1.145,0.27,nc,nc72193295,2017-02-03T13:04:28.315Z,"134km W of Ferndale, California",earthquake,7.08,14.14,0.21,17,reviewed,nc,nc
2014-03-28T02:32:55.000Z,40.4381667,-125.8856667,18.732,2.83,ml,39,278,1.181,0.15,nc,nc72189875,2017-02-03T12:09:37.156Z,"138km W of Ferndale, California",earthquake,2.39,6.22,0.178,6,reviewed,nc,nc
2014-03-13T19:13:16.650Z,41.846,-126.88,10.16,4.6,mb,,88,2.01,1.02,us,usc000nnwk,2014-05-16T21:51:39.000Z,"212km WSW of Gold Beach, Oregon",earthquake,,4.2,0.097,36,reviewed,us,us
2014-03-13T19:11:34.640Z,41.9039,-126.8982,10,5.5,mww,,63,2.013,1.14,us,usc000nah5,2017-02-03T09:55:49.106Z,"212km WSW of Gold Beach, Oregon",earthquake,,1.8,,,reviewed,us,us
2014-03-05T18:40:12.000Z,42.4313333,-126.5541667,4.011,2.61,md,6,338,2.15,2.95,uw,uw60708227,2016-07-22T19:25:46.820Z,"off the coast of Oregon",earthquake,46.99,31.61,0.054,3,reviewed,uw,uw
2014-03-05T18:25:28.560Z,42.2457,-126.7988,10,3.4,mb,,219,1.911,0.54,us,usc000nbgq,2016-07-22T19:25:46.590Z,"196km W of Gold Beach, Oregon",earthquake,,2,0.245,7,reviewed,us,us
2014-02-15T19:17:15.200Z,40.6464,-127.1811,10,3,ml,,261,2.4,0.67,us,usc000nfdf,2014-04-30T21:18:22.000Z,"246km W of Ferndale, California",earthquake,,2,0.081,22,reviewed,us,us
2014-02-07T16:06:41.050Z,40.5511,-126.9936,13.18,3.2,ml,,245,2.269,1.23,us,usc000mk86,2017-02-03T02:29:23.553Z,"231km W of Ferndale, California",earthquake,,12.9,0.066,32,reviewed,us,us
2014-02-03T21:04:18.800Z,41.8058,-126.2462,21.7,3.3,ml,,277,1.554,1.82,us,usc000mggi,2017-02-03T01:20:30.615Z,"165km W of Brookings, Oregon",earthquake,,9,0.4,14,reviewed,nc,nc
2014-01-31T00:15:28.300Z,41.716,-126.9267,16.7,2.8,ml,,306,2.075,0.74,us,usc000mmqm,2017-02-03T00:46:18.081Z,"221km WSW of Gold Beach, Oregon",earthquake,,9.2,0.18,7,reviewed,nc,nc
2014-01-30T11:42:58.720Z,41.8817,-127.0407,10,3,ml,,273,2.122,0.66,us,usc000mdkd,2014-04-08T01:43:17.000Z,"224km WSW of Gold Beach, Oregon",earthquake,,2,0.085,20,reviewed,us,us
2014-01-30T10:34:40.490Z,41.8603,-126.9358,8.01,3,ml,,217,2.049,1.16,us,usc000mqk1,2014-04-08T01:43:17.000Z,"216km WSW of Gold Beach, Oregon",earthquake,,8.6,0.077,24,reviewed,us,us
2014-01-30T01:45:18.300Z,40.4935,-126.1768,2.6,3.2,ml,,309,1.401,0.66,us,usc000mmn4,2017-02-03T00:37:09.514Z,"162km W of Ferndale, California",earthquake,,9.9,0.2,7,reviewed,nc,nc
2014-01-30T00:02:55.660Z,41.8692,-126.8385,10,4.7,mb,,171,1.976,0.87,us,usc000mdbk,2017-02-03T00:36:35.783Z,"208km WSW of Gold Beach, Oregon",earthquake,,1.9,0.07,66,reviewed,us,us
2014-01-12T12:52:44.000Z,41.9133,-126.1348,23.7,3,ml,,273,1.446,1.49,us,usc000m1k9,2017-02-02T21:21:34.480Z,"151km WSW of Gold Beach, Oregon",earthquake,,8.6,0.2,6,reviewed,nc,nc
2013-12-31T00:08:45.080Z,42.832,-126.8108333,4.016,2.67,md,11,317,2.633,0.4,uw,uw60663661,2016-07-22T19:21:51.060Z,"off the coast of Oregon",earthquake,5.35,31.61,,2,reviewed,uw,uw
2013-12-13T13:26:47.180Z,41.9265,-126.1318333,22.41,3.08,md,24,294,1.446,0.21,nc,nc72120085,2017-02-02T03:15:56.772Z,"136km WSW of Gold Beach, Oregon",earthquake,3.7,13.81,0.13,27,reviewed,nc,nc
2013-12-10T13:36:35.000Z,41.724,-126.3232,21.4,2.8,ml,,298,1.635,0.66,us,usc000lhca,2017-02-02T02:54:07.475Z,"173km WSW of Brookings, Oregon",earthquake,,9.3,0.1,,reviewed,nc,nc
2013-12-04T17:24:59.450Z,42.9633333,-126.8351667,4.182,2.58,md,13,304,1.839,0.5,uw,uw60644576,2016-07-22T19:20:24.120Z,"off the coast of Oregon",earthquake,4.23,31.61,0.075,4,reviewed,uw,uw
2013-12-01T13:54:33.500Z,41.7405,-127.0315,10,3.1,ml,,295,2.138,1.25,us,usb000l8sp,2017-02-02T01:32:35.670Z,"228km WSW of Gold Beach, Oregon",earthquake,,5.8,0.1,,reviewed,nc,nc
2013-12-01T13:27:13.370Z,41.7388,-126.9102,10,3,ml,,292,2.057,1.32,us,usb000l8s8,2017-02-02T01:32:25.311Z,"218km WSW of Gold Beach, Oregon",earthquake,,1.9,0.113,,reviewed,nc,nc
2013-12-01T13:22:04.960Z,41.901,-126.74,10.85,2.9,ml,,200,1.897,1.48,us,usb000lbwr,2014-02-12T01:08:40.000Z,"199km WSW of Gold Beach, Oregon",earthquake,,8.1,0.059,,reviewed,us,us
2013-12-01T13:19:23.790Z,41.7012,-126.949,10.55,3,ml,,202,2.094,1.14,us,usb000l8s4,2017-02-02T01:32:19.789Z,"223km WSW of Gold Beach, Oregon",earthquake,,3.1,0.1,,reviewed,us,nc
2013-12-01T10:03:06.200Z,41.7545,-127.0623,5,3.1,md,,298,2.165,1.07,us,usc000lh6e,2017-02-02T01:30:53.554Z,"230km WSW of Gold Beach, Oregon",earthquake,,9.4,0.2,,reviewed,nc,nc
2013-12-01T03:19:38.090Z,41.6832,-126.8781,10.09,5.5,mww,,46,2.047,0.94,us,usb000l8n7,2017-02-02T01:28:54.370Z,"218km WSW of Gold Beach, Oregon",earthquake,,2.5,,,reviewed,us,us
2013-12-01T02:39:17.600Z,41.6425,-126.9877,10,4.2,mb,,313,2.138,0.86,us,usb000l8mu,2017-02-02T01:28:32.861Z,"228km WSW of Gold Beach, Oregon",earthquake,,4,0.095,,reviewed,nc,us
2013-11-14T23:48:00.000Z,41.8742,-126.2267,11,2.8,ml,,277,1.527,1.46,us,usb000l39x,2017-02-01T23:17:12.255Z,"160km WSW of Gold Beach, Oregon",earthquake,,8.7,0.17,,reviewed,nc,nc
2013-11-13T12:37:10.300Z,41.7797,-126.6566,10,3.2,ml,,245,1.862,1.25,us,usb000kwu2,2017-02-01T23:02:03.548Z,"197km WSW of Gold Beach, Oregon",earthquake,,2,0.056,,reviewed,us,us
2013-11-13T12:17:43.070Z,41.7462,-126.9528,10,4,mb,,252,2.085,0.97,us,usb000kwtp,2017-02-01T23:01:57.142Z,"221km WSW of Gold Beach, Oregon",earthquake,,2,0.232,,reviewed,us,us
2013-11-13T12:12:48.550Z,41.7636,-127.1539,10,2.9,ml,,266,2.228,0.72,us,usb000kwtk,2014-01-31T21:22:18.000Z,"237km WSW of Gold Beach, Oregon",earthquake,,2,0.062,,reviewed,us,us
2013-11-04T05:57:16.140Z,41.0454,-127.2203,10,4.6,mb,,179,2.262,1.2,us,usb000ks9r,2017-02-01T21:28:48.894Z,"254km WNW of Ferndale, California",earthquake,,1.8,0.078,,reviewed,us,us
2013-11-03T05:58:46.490Z,41.1556,-127.1922,10,3.8,mb,,246,2.27,1.13,us,usb000krxc,2017-02-01T21:21:07.505Z,"255km WNW of Ferndale, California",earthquake,,2,0.253,,reviewed,us,us
2013-11-01T06:13:15.520Z,41.0897,-127.4181,7.99,3,ml,,255,2.418,0.97,us,usb000kqti,2017-02-01T21:02:55.493Z,"272km WNW of Ferndale, California",earthquake,,8.7,0.069,,reviewed,us,us
2013-10-14T20:12:33.640Z,40.4201667,-125.899,7.912,2.69,md,22,326,1.192,0.34,nc,nc72087576,2017-02-01T17:38:50.884Z,"139km W of Ferndale, California",earthquake,18.48,17.88,0.064,12,reviewed,nc,nc
2013-09-03T08:53:03.070Z,42.8399,-126.7683,10,2.6,ml,,293,1.79,0.51,us,usb000k7mz,2016-07-22T19:16:28.300Z,"186km W of Port Orford, Oregon",earthquake,,2,0.097,,reviewed,us,us
2013-08-19T00:27:41.600Z,41.802,-126.7927,5,4.3,mwr,,302,1.949,1.44,us,usb000j66m,2017-02-01T09:12:57.789Z,"207km WSW of Gold Beach, Oregon",earthquake,,4.2,0.056,,reviewed,nc,us
2013-08-06T18:58:56.010Z,42.9783,-126.199,10.34,2.9,ml,,231,1.373,1.18,us,usb000iwnd,2016-07-22T19:14:36.000Z,"141km W of Port Orford, Oregon",earthquake,,13.1,0.063,,reviewed,us,us
2013-07-30T05:15:08.820Z,40.374,-125.8443333,1.852,2.84,md,27,322,1.154,0.28,nc,nc72039901,2017-02-01T06:23:15.358Z,"135km W of Ferndale, California",earthquake,17.96,11.85,0.111,21,reviewed,nc,nc
2013-07-26T08:32:12.700Z,40.424,-127.092,17,4,mb,56,316,,,us,usc000ipkd,2017-02-01T05:47:53.940Z,"240km W of Ferndale, California",earthquake,,,,10,reviewed,nc,us
2013-07-25T03:39:07.700Z,40.36,-127.237,4.8,2.9,md,10,352,,,us,usc000iqcz,2017-02-01T05:36:56.203Z,"253km W of Ferndale, California",earthquake,,,,,reviewed,nc,nc
2013-07-25T03:38:02.700Z,40.56,-127.153,4.5,3.2,md,14,320,,,us,usc000infr,2017-02-01T05:36:51.432Z,"244km W of Ferndale, California",earthquake,,,,,reviewed,nc,nc
2013-07-22T06:04:51.780Z,40.359,-126.422,10,3.4,ml,44,252,,1.05,us,usp000k295,2015-01-31T03:57:55.959Z,"188km WSW of Ferndale, California",earthquake,,,,,reviewed,us,nc
2013-06-18T18:42:39.880Z,40.3923333,-126.1545,3.432,2.64,md,17,313,1.388,0.27,nc,nc72010910,2017-02-01T00:23:54.837Z,"161km W of Ferndale, California",earthquake,16.04,12.91,0.206,11,reviewed,nc,nc
2013-06-17T05:07:35.960Z,40.3823333,-126.1918333,9.622,2.72,md,23,305,1.417,0.26,nc,nc72009495,2017-01-31T23:59:19.990Z,"164km W of Ferndale, California",earthquake,3.46,31.61,0.093,16,reviewed,nc,nc
2013-06-10T19:40:50.680Z,40.338,-127.145,10,3.3,ml,34,261,,0.92,us,usp000k170,2014-11-07T01:51:03.535Z,"off the coast of Northern California",earthquake,,,,,reviewed,us,us
2013-05-23T18:09:50.090Z,40.395,-126.005,4.4,2.7,md,9,338,,,us,usp000k0xb,2017-01-31T17:37:54.334Z,"149km W of Ferndale, California",earthquake,,,,,reviewed,nc,nc
2013-05-20T14:07:58.540Z,41.472,-127.064,10,4.4,mb,104,198.5,,1.22,us,usb000gzse,2017-01-31T17:05:44.453Z,"239km WSW of Brookings, Oregon",earthquake,,,,35,reviewed,us,us
2013-05-20T13:56:30.340Z,41.391,-127.001,10,4.2,mb,44,191.5,,0.93,us,usb000gzrs,2014-11-07T01:50:51.243Z,"236km W of Crescent City, California",earthquake,,,,9,reviewed,us,us
2013-05-20T13:34:02.070Z,41.145,-127.423,10,2.9,ml,16,219.8,,1.15,us,us2013qkex,2014-11-07T01:50:51.240Z,"273km WNW of Ferndale, California",earthquake,,0,,,reviewed,us,us
2013-05-20T13:28:23.620Z,40.414,-126.7208333,-0.178,2.94,ml,58,309,1.818,0.35,nc,nc71994751,2017-01-31T17:05:16.499Z,"209km W of Ferndale, California",earthquake,13.42,6.82,0.035,6,reviewed,nc,nc
2013-05-20T13:23:43.630Z,41.277,-127.252,10,4.2,mb,75,177.5,,0.91,us,usb000gzru,2014-11-07T01:50:51.219Z,"260km W of Crescent City, California",earthquake,,,,24,reviewed,us,us
2013-05-20T13:20:53.180Z,41.364,-127.352,8.9,4.3,mb,85,190,,1.39,us,usb000gzrl,2014-11-07T01:50:51.212Z,"266km W of Crescent City, California",earthquake,,27.5,,21,reviewed,us,us
2013-05-20T13:19:30.680Z,41.323,-127.117,10,4.2,mb,42,176.9,,0.63,us,usb000gzqd,2014-11-07T01:50:51.208Z,"247km W of Crescent City, California",earthquake,,,,11,reviewed,us,us
2013-05-20T13:12:44.040Z,41.375,-127.392,10,4.3,mb,119,175.7,,1.44,us,usb000gzrk,2017-01-31T17:05:10.318Z,"269km W of Crescent City, California",earthquake,,,,32,reviewed,us,us
2013-05-20T13:10:57.220Z,41.121,-127.324,10,3.1,ml,22,215.8,,1.14,us,us2013qkew,2014-11-07T01:50:51.194Z,"265km WNW of Ferndale, California",earthquake,,,,,reviewed,us,us
2013-05-20T13:06:14.630Z,41.489,-126.974,10,2.9,ml,31,206.9,,1.24,us,us2013qkev,2014-11-07T01:50:51.190Z,"232km W of Crescent City, California",earthquake,,0,,,reviewed,us,us
2013-04-20T23:44:41.610Z,41.2366667,-125.9236667,18.622,3.03,ml,35,284,1.423,0.19,nc,nc71974455,2017-01-31T12:42:03.167Z,"154km WSW of Crescent City, California",earthquake,3.97,6.63,0.168,14,reviewed,nc,nc
2013-03-30T21:43:18.640Z,40.4113333,-126.2676667,11.612,4.81,mw,25,303,1.473,0.32,nc,nc71963385,2017-01-31T09:51:28.970Z,"169km W of Ferndale, California",earthquake,11.09,12.82,,4,reviewed,nc,nc
2013-03-29T03:15:32.230Z,40.4165,-126.1673333,19.062,2.77,md,26,287,1.396,0.2,nc,nc71962410,2017-01-31T09:32:34.541Z,"162km W of Ferndale, California",earthquake,4.45,7.04,0.155,5,reviewed,nc,nc
2013-03-03T13:48:07.900Z,40.4803333,-126.1356667,2.122,3.04,md,31,288,1.37,0.23,nc,nc71947630,2017-01-31T05:27:32.083Z,"158km W of Ferndale, California",earthquake,5.93,3.93,0.186,41,reviewed,nc,nc
2013-02-20T12:22:00.330Z,40.349,-127.144,10,4.3,mb,58,198.5,,1.05,us,usc000faka,2017-01-31T03:33:58.655Z,"235km W of Ferndale, California",earthquake,,,,5,reviewed,us,us
2013-02-05T22:03:44.770Z,40.452,-126.006,15.3,3.8,mwr,19,207.9,,,us,us2013lgaz,2017-01-31T01:20:15.440Z,"148km W of Ferndale, California",earthquake,,,,,reviewed,nc,brk
2013-01-15T05:14:32.780Z,43.0363333,-126.8881667,4.891,2.62,md,15,312,2.455,3.63,uw,uw60492547,2016-07-22T19:05:57.810Z,"off the coast of Oregon",earthquake,56.48,31.61,0.038,3,reviewed,uw,uw
2012-12-31T10:48:29.530Z,40.405,-126.2493333,9.62,3.09,ml,24,306,1.461,0.22,nc,nc71913031,2019-06-10T23:49:05.168Z,"167km W of Petrolia, CA",earthquake,2.67,31.61,0.213,7,reviewed,nc,nc
2012-12-19T13:58:21.440Z,40.679,-127.214,10,4.2,mb,33,212.2,,0.86,us,usp000jx59,2014-11-07T01:49:37.813Z,"off the coast of Northern California",earthquake,,,,1,reviewed,us,us
2012-11-26T09:32:36.710Z,40.4231667,-126.762,-0.298,3.08,ml,19,292,1.849,0.16,nc,nc71893946,2017-01-29T00:44:34.834Z,"off the coast of Northern California",earthquake,5.64,2.9,0.253,7,reviewed,nc,nc
2012-11-13T23:50:03.170Z,40.4491667,-125.9713333,22.422,3.47,ml,39,285,1.246,0.25,nc,nc71885741,2017-01-28T22:46:21.809Z,"off the coast of Northern California",earthquake,3.96,11.42,0.281,27,reviewed,nc,nc
2012-11-03T01:52:23.680Z,43.0238333,-126.856,4.936,2.65,md,23,327,2.607,0.7,uw,uw60483916,2016-07-22T19:02:50.850Z,"off the coast of Oregon",earthquake,4.83,31.61,,1,reviewed,uw,uw
2012-11-03T00:47:41.700Z,41.794,-126.224,24.1,3.1,md,34,242.8,,,us,usp000juyh,2017-01-28T21:06:35.261Z,"off the coast of Northern California",earthquake,,,,,reviewed,nc,nc
2012-10-31T13:00:15.010Z,41.798,-127.048,10,4.2,mb,43,209,,0.99,us,usp000juuj,2014-11-07T01:49:12.305Z,"off the coast of Northern California",earthquake,,,,4,reviewed,us,us
2012-10-26T14:18:20.090Z,42.041,-126.895,10,3.3,ml,76,183.6,,1.23,us,usp000jufk,2014-11-07T01:49:08.906Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,us
2012-10-15T04:11:34.170Z,40.393,-126.8358333,-0.338,3.15,md,28,297,1.906,0.32,nc,nc71860015,2017-01-28T17:22:33.633Z,"off the coast of Northern California",earthquake,7.88,4.25,0.245,25,reviewed,nc,nc
2012-10-14T01:23:44.770Z,42.9273333,-126.9268333,4.934,2.54,md,26,284,2.23,0.75,uw,uw60464047,2016-07-22T19:02:04.180Z,"off the coast of Oregon",earthquake,14.19,19.28,0.098,5,reviewed,uw,uw
2012-10-05T23:07:35.790Z,42.525,-126.266,10,3.2,ml,23,194.8,,1.01,us,usp000jtmc,2016-07-22T19:01:40.120Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,us
2012-09-17T04:43:56.620Z,42.4043333,-126.6721667,3.104,2.67,md,8,316,2.157,0.23,uw,uw60452767,2016-07-22T19:00:52.660Z,"off the coast of Oregon",earthquake,2.62,31.61,0.049,5,reviewed,uw,uw
2012-09-17T02:50:43.160Z,42.466,-126.064,10,4.1,mb,76,176.5,,1.25,us,usp000jsfm,2016-07-22T19:00:52.250Z,"off the coast of Oregon",earthquake,,,,4,reviewed,us,us
2012-09-17T01:59:15.160Z,42.427,-126.255,10,3.1,ml,32,235.3,,0.85,us,usp000jsfh,2016-07-22T19:00:51.240Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,us
2012-09-17T01:35:24.700Z,42.4003333,-126.4291667,3.864,2.57,md,17,302,1.982,0.5,uw,uw60452722,2016-07-22T19:00:50.940Z,"off the coast of Oregon",earthquake,5.63,31.61,0.074,9,reviewed,uw,uw
2012-09-09T12:35:13.350Z,42.4563333,-126.8841667,4.869,2.57,md,12,313,2.284,1.57,uw,uw60449842,2016-07-22T19:00:31.170Z,"off the coast of Oregon",earthquake,20.33,31.61,0.035,4,reviewed,uw,uw
2012-08-28T10:19:49.430Z,40.302,-126.0083333,2.302,2.59,ml,43,283,1.286,0.29,nc,nc71834175,2017-01-28T10:49:13.808Z,"off the coast of Northern California",earthquake,6.58,4.4,0.227,6,reviewed,nc,nc
2012-08-22T23:43:21.080Z,42.464,-126.694,10,2.8,ml,28,236.8,,1.24,us,usp000jqmr,2014-11-07T01:48:36.631Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,us
2012-08-14T07:42:41.380Z,40.6426667,-126.0158333,4.622,2.65,md,15,308,1.288,0.13,nc,nc71831336,2017-01-28T09:00:53.401Z,"off the coast of Northern California",earthquake,9.85,13.2,0.161,11,reviewed,nc,nc
